0.000000, Hare
0.018825, HeavyBunny
0.037651, BadassBunny
0.056476, HeavyBunny
0.075301, BadassBunny
0.094126, Hare
0.112952, BadassBunny
0.131777, HeavyBunny
0.150602, HeavyBunny
0.169427, BadassBunny
0.188253, Hare
0.207078, BadassBunny
0.225903, HeavyBunny
0.244729, BadassBunny
0.263554, HeavyBunny
0.282379, HeavyBunny
0.301204, HeavyBunny
0.320030, HeavyBunny
0.338855, ShieldBunny
0.357680, BadassBunny
0.376505, HeavyBunny
0.395331, SpecOpBunny
0.414156, BadassBunny
0.432981, HeavyBunny
0.451807, BadassBunny
0.470632, BadassBunny
0.489457, FlyingSquirrel
0.508282, Hare
0.527108, HeavyBunny
0.545933, BadassBunny
0.564758, HeavyBunny
0.583583, HeavyBunny
0.602409, BadassBunny
0.621234, HeavyBunny
0.640059, BadassBunny
0.658885, BadassBunny
0.677710, BadassBunny
0.696535, Bunny
0.715360, BadassBunny
0.734186, BadassBunny
0.753011, BadassBunny
0.771836, HeavyBunny
0.790661, BadassBunny
0.809487, HeavyBunny
0.828312, Hare
0.847137, BadassBunny
0.865963, Hare
0.884788, ShieldBunny
0.903613, BadassBunny
0.922438, HeavyBunny
0.941264, SpecOpBunny
0.960089, ShieldBunny
0.978914, HeavyBunny
0.997739, BadassBunny
1.016565, BadassBunny
1.035390, ShieldBunny
1.054215, SpecOpBunny
1.073041, BadassBunny
1.091866, BadassBunny
1.110691, HeavyBunny
1.129516, HeavyBunny
1.148342, HeavyBunny
1.167167, BadassBunny
1.185992, SpecOpBunny
1.204817, Bunny
1.223643, HeavyBunny
1.242468, HeavyBunny
1.261293, BadassBunny
1.280119, BadassBunny
1.298944, HeavyBunny
1.317769, HeavyBunny
1.336594, SpecOpBunny
1.355420, HeavyBunny
1.374245, BadassBunny
1.393070, SpecOpBunny
1.411895, BadassBunny
1.430721, BadassBunny
1.449546, HeavyBunny
1.468371, HeavyBunny
1.487197, Bunny
1.506022, BadassBunny
1.524847, SpecOpBunny
1.543672, Hare
1.562498, HeavyBunny
1.581323, Hare
1.600148, FlyingSquirrel
1.618973, HeavyBunny
1.637799, Hare
1.656624, SpecOpBunny
1.675449, Hare
1.694275, BadassBunny
1.713100, BadassBunny
1.731925, HeavyBunny
1.750750, BadassBunny
1.769576, SpecOpBunny
1.788401, BadassBunny
1.807226, HeavyBunny
1.826051, BadassBunny
1.844877, Otter
1.863702, HeavyBunny
1.882527, SpecOpBunny
1.901353, BadassBunny
1.920178, BadassBunny
1.939003, BadassBunny
1.957828, SpecOpBunny
1.976654, BadassBunny
1.995479, BadassBunny
2.014304, BadassBunny
2.033129, HeavyBunny
2.051955, BadassBunny
2.070780, HeavyBunny
2.089605, BadassBunny
2.108431, BadassBunny
2.127256, Otter
2.146081, HeavyBunny
2.164906, BadassBunny
2.183732, HeavyBunny
2.202557, HeavyBunny
2.221382, Hare
2.240207, ShieldBunny
2.259033, BadassBunny
2.277858, BadassBunny
2.296683, HeavyBunny
2.315509, ShieldBunny
2.334334, BadassBunny
2.353159, ShieldBunny
2.371984, BadassBunny
2.390810, Hare
2.409635, BadassBunny
2.428460, SpecOpBunny
2.447285, Otter
2.466111, BadassBunny
2.484936, BadassBunny
2.503761, HeavyBunny
2.522587, BadassBunny
2.541412, BadassBunny
2.560237, BadassBunny
2.579062, HeavyBunny
2.597888, HeavyBunny
2.616713, BadassBunny
2.635538, BadassBunny
2.654363, Hare
2.673189, HeavyBunny
2.692014, Hare
2.710839, Hare
2.729665, SpecOpBunny
2.748490, HeavyBunny
2.767315, HeavyBunny
2.786140, BadassBunny
2.804966, HeavyBunny
2.823791, BadassBunny
2.842616, BadassBunny
2.861441, BadassBunny
2.880267, HeavyBunny
2.899092, HeavyBunny
2.917917, Hare
2.936743, BadassBunny
2.955568, BadassBunny
2.974393, HeavyBunny
2.993218, HeavyBunny
3.012044, BadassBunny
3.030869, BadassBunny
3.049694, HeavyBunny
3.068519, SpecOpBunny
3.087345, Bunny
3.106170, BadassBunny
3.124995, BadassBunny
3.143821, HeavyBunny
3.162646, HeavyBunny
3.181471, BadassBunny
3.200296, Bunny
3.219122, SpecOpBunny
3.237947, BadassBunny
3.256772, BadassBunny
3.275597, BadassBunny
3.294423, Bunny
3.313248, BadassBunny
3.332073, Hare
3.350898, HeavyBunny
3.369724, HeavyBunny
3.388549, HeavyBunny
3.407374, BadassBunny
3.426200, HeavyBunny
3.445025, HeavyBunny
3.463850, HeavyBunny
3.482675, HeavyBunny
3.501501, Bunny
3.520326, BadassBunny
3.539151, BadassBunny
3.557976, ShieldBunny
3.576802, Bunny
3.595627, BadassBunny
3.614452, HeavyBunny
3.633278, BadassBunny
3.652103, Hare
3.670928, BadassBunny
3.689753, HeavyBunny
3.708579, BadassBunny
3.727404, BadassBunny
3.746229, BadassBunny
3.765054, BadassBunny
3.783880, HeavyBunny
3.802705, HeavyBunny
3.821530, HeavyBunny
3.840356, Otter
3.859181, HeavyBunny
3.878006, SpecOpBunny
3.896831, HeavyBunny
3.915657, BadassBunny
3.934482, Hare
3.953307, BadassBunny
3.972132, HeavyBunny
3.990958, HeavyBunny
4.009783, BadassBunny
4.028608, BadassBunny
4.047434, FlyingSquirrel
4.066259, HeavyBunny
4.085084, Hare
4.103909, Hare
4.122735, BadassBunny
4.141560, SpecOpBunny
4.160385, BadassBunny
4.179210, BadassBunny
4.198036, Hare
4.216861, HeavyBunny
4.235686, Hare
4.254512, BadassBunny
4.273337, BadassBunny
4.292162, BadassBunny
4.310987, HeavyBunny
4.329813, BadassBunny
4.348638, HeavyBunny
4.367463, BadassBunny
4.386288, BadassBunny
4.405114, HeavyBunny
4.423939, HeavyBunny
4.442764, BadassBunny
4.461590, HeavyBunny
4.480415, HeavyBunny
4.499240, SpecOpBunny
4.518065, BadassBunny
4.536891, BadassBunny
4.555716, BadassBunny
4.574541, SpecOpBunny
4.593366, BadassBunny
4.612192, BadassBunny
4.631017, BadassBunny
4.649842, HeavyBunny
4.668668, ShieldBunny
4.687493, SpecOpBunny
4.706318, BadassBunny
4.725143, HeavyBunny
4.743969, HeavyBunny
4.762794, BadassBunny
4.781619, Bunny
4.800444, BadassBunny
4.819270, BadassBunny
4.838095, HeavyBunny
4.856920, FlyingSquirrel
4.875746, BadassBunny
4.894571, BadassBunny
4.913396, BadassBunny
4.932221, HeavyBunny
4.951047, HeavyBunny
4.969872, HeavyBunny
4.988697, Bunny
5.007522, Hare
5.026348, SpecOpBunny
5.045173, BadassBunny
5.063998, BadassBunny
5.082824, BadassBunny
5.101649, BadassBunny
5.120474, HeavyBunny
5.139299, Bunny
5.158125, BadassBunny
5.176950, BadassBunny
5.195775, HeavyBunny
5.214600, HeavyBunny
5.233426, BadassBunny
5.252251, HeavyBunny
5.271076, HeavyBunny
5.289902, Hare
5.308727, Bunny
5.327552, BadassBunny
5.346377, Otter
5.365203, SpecOpBunny
5.384028, BadassBunny
5.402853, HeavyBunny
5.421678, BadassBunny
5.440504, HeavyBunny
5.459329, SpecOpBunny
5.478154, HeavyBunny
5.496980, BadassBunny
5.515805, BadassBunny
5.534630, HeavyBunny
5.553455, BadassBunny
5.572281, BadassBunny
5.591106, Bunny
5.609931, BadassBunny
5.628756, HeavyBunny
5.647582, HeavyBunny
5.666407, HeavyBunny
5.685232, Bunny
5.704058, HeavyBunny
5.722883, SpecOpBunny
5.741708, HeavyBunny
5.760533, BadassBunny
5.779359, Hare
5.798184, Otter
5.817009, BadassBunny
5.835834, FlyingSquirrel
5.854660, SpecOpBunny
5.873485, BadassBunny
5.892310, ShieldBunny
5.911136, HeavyBunny
5.929961, BadassBunny
5.948786, BadassBunny
5.967611, HeavyBunny
5.986437, HeavyBunny
6.005262, SpecOpBunny
6.024087, HeavyBunny
6.042912, HeavyBunny
6.061738, HeavyBunny
6.080563, BadassBunny
6.099388, Hare
6.118214, FlyingSquirrel
6.137039, BadassBunny
6.155864, SpecOpBunny
6.174689, HeavyBunny
6.193515, Hare
6.212340, BadassBunny
6.231165, Hare
6.249990, BadassBunny
6.268816, BadassBunny
6.287641, Hare
6.306466, HeavyBunny
6.325292, BadassBunny
6.344117, BadassBunny
6.362942, HeavyBunny
6.381767, Bunny
6.400593, BadassBunny
6.419418, BadassBunny
6.438243, HeavyBunny
6.457068, HeavyBunny
6.475894, HeavyBunny
6.494719, HeavyBunny
6.513544, SpecOpBunny
6.532370, HeavyBunny
6.551195, BadassBunny
6.570020, BadassBunny
6.588845, BadassBunny
6.607671, Bunny
6.626496, HeavyBunny
6.645321, Bunny
6.664146, SpecOpBunny
6.682972, BadassBunny
6.701797, HeavyBunny
6.720622, BadassBunny
6.739448, SpecOpBunny
6.758273, Bunny
6.777098, BadassBunny
6.795923, BadassBunny
6.814749, BadassBunny
6.833574, BadassBunny
