0.000000, BadassBunny
0.102744, BadassBunny
0.205487, BadassBunny
0.308231, HeavyBunny
0.410975, HeavyBunny
0.513718, BadassBunny
0.616462, Otter
0.719206, HeavyBunny
0.821950, BadassBunny
0.924693, HeavyBunny
1.027437, Hare
1.130181, BadassBunny
1.232924, BadassBunny
1.335668, HeavyBunny
1.438412, Hare
1.541155, Hare
1.643899, HeavyBunny
1.746643, BadassBunny
1.849386, HeavyBunny
1.952130, BadassBunny
2.054874, HeavyBunny
2.157618, BadassBunny
2.260361, HeavyBunny
2.363105, HeavyBunny
2.465849, BadassBunny
2.568592, HeavyBunny
2.671336, Bunny
2.774080, BadassBunny
2.876823, HeavyBunny
2.979567, BadassBunny
3.082311, BadassBunny
3.185054, BadassBunny
3.287798, HeavyBunny
3.390542, BadassBunny
3.493286, BadassBunny
3.596029, HeavyBunny
3.698773, Hare
3.801517, HeavyBunny
3.904260, HeavyBunny
4.007004, HeavyBunny
4.109748, HeavyBunny
4.212491, HeavyBunny
4.315235, HeavyBunny
4.417979, HeavyBunny
4.520723, Hare
4.623466, BadassBunny
4.726210, BadassBunny
4.828954, HeavyBunny
4.931697, HeavyBunny
5.034441, BadassBunny
5.137185, HeavyBunny
5.239928, Hare
5.342672, BadassBunny
5.445416, BadassBunny
5.548159, HeavyBunny
5.650903, HeavyBunny
5.753647, HeavyBunny
5.856391, BadassBunny
5.959134, HeavyBunny
6.061878, HeavyBunny
6.164622, HeavyBunny
6.267365, BadassBunny
6.370109, HeavyBunny
6.472853, HeavyBunny
6.575596, BadassBunny
6.678340, HeavyBunny
6.781084, BadassBunny
6.883827, BadassBunny
6.986571, HeavyBunny
7.089315, BadassBunny
7.192059, BadassBunny
7.294802, HeavyBunny
7.397546, Bunny
7.500290, BadassBunny
7.603033, Hare
7.705777, BadassBunny
7.808521, BadassBunny
7.911264, BadassBunny
8.014008, BadassBunny
8.116752, BadassBunny
8.219495, BadassBunny
8.322239, HeavyBunny
8.424983, BadassBunny
8.527727, BadassBunny
8.630470, BadassBunny
8.733214, HeavyBunny
8.835958, BadassBunny
8.938701, HeavyBunny
9.041445, HeavyBunny
9.144189, Hare
9.246932, BadassBunny
9.349676, BadassBunny
9.452420, Hare
9.555163, Bunny
9.657907, HeavyBunny
9.760651, HeavyBunny
9.863395, HeavyBunny
9.966138, BadassBunny
10.068882, HeavyBunny
10.171626, BadassBunny
10.274369, Otter
10.377113, BadassBunny
10.479857, BadassBunny
10.582600, BadassBunny
10.685344, Hare
10.788088, BadassBunny
10.890832, BadassBunny
10.993575, HeavyBunny
11.096319, Bunny
11.199063, Bunny
11.301806, BadassBunny
11.404550, BadassBunny
11.507294, Otter
11.610037, BadassBunny
11.712781, BadassBunny
11.815525, HeavyBunny
11.918268, Otter
12.021012, BadassBunny
12.123756, BadassBunny
12.226500, BadassBunny
12.329243, HeavyBunny
12.431987, BadassBunny
12.534731, Hare
12.637474, HeavyBunny
12.740218, HeavyBunny
12.842962, HeavyBunny
12.945705, BadassBunny
13.048449, BadassBunny
13.151193, BadassBunny
13.253936, BadassBunny
13.356680, BadassBunny
13.459424, HeavyBunny
13.562168, BadassBunny
13.664911, BadassBunny
13.767655, HeavyBunny
13.870399, HeavyBunny
13.973142, BadassBunny
14.075886, BadassBunny
14.178630, BadassBunny
14.281373, BadassBunny
14.384117, BadassBunny
14.486861, BadassBunny
14.589604, BadassBunny
14.692348, BadassBunny
14.795092, Otter
14.897836, BadassBunny
15.000579, HeavyBunny
15.103323, BadassBunny
15.206067, BadassBunny
15.308810, HeavyBunny
15.411554, Hare
15.514298, HeavyBunny
15.617041, BadassBunny
15.719785, HeavyBunny
15.822529, HeavyBunny
15.925272, BadassBunny
16.028016, HeavyBunny
16.130760, BadassBunny
16.233504, HeavyBunny
16.336247, BadassBunny
16.438991, BadassBunny
16.541735, BadassBunny
16.644478, BadassBunny
16.747222, BadassBunny
16.849966, HeavyBunny
16.952709, HeavyBunny
17.055453, BadassBunny
17.158197, BadassBunny
17.260941, BadassBunny
17.363684, BadassBunny
17.466428, HeavyBunny
17.569172, HeavyBunny
17.671915, HeavyBunny
17.774659, BadassBunny
17.877403, HeavyBunny
17.980146, HeavyBunny
18.082890, HeavyBunny
18.185634, HeavyBunny
18.288377, Otter
18.391121, BadassBunny
18.493865, HeavyBunny
18.596609, HeavyBunny
18.699352, BadassBunny
18.802096, BadassBunny
18.904840, HeavyBunny
19.007583, BadassBunny
19.110327, HeavyBunny
19.213071, HeavyBunny
19.315814, BadassBunny
19.418558, BadassBunny
19.521302, HeavyBunny
19.624045, HeavyBunny
19.726789, HeavyBunny
19.829533, BadassBunny
19.932277, HeavyBunny
20.035020, Bunny
20.137764, HeavyBunny
20.240508, BadassBunny
20.343251, BadassBunny
20.445995, BadassBunny
20.548739, HeavyBunny
20.651482, BadassBunny
20.754226, HeavyBunny
20.856970, HeavyBunny
20.959713, BadassBunny
21.062457, BadassBunny
21.165201, BadassBunny
21.267945, BadassBunny
21.370688, HeavyBunny
21.473432, HeavyBunny
21.576176, BadassBunny
21.678919, HeavyBunny
21.781663, Hare
21.884407, BadassBunny
21.987150, HeavyBunny
22.089894, Bunny
