0.000000, HeavyBunny
0.057723, HeavyBunny
0.115445, Bunny
0.173168, HeavyBunny
0.230891, HeavyBunny
0.288614, Bunny
0.346336, ShieldBunny
0.404059, Hare
0.461782, HeavyBunny
0.519505, Bunny
0.577227, HeavyBunny
0.634950, BadassBunny
0.692673, HeavyBunny
0.750396, Bunny
0.808118, BadassBunny
0.865841, ShieldBunny
0.923564, HeavyBunny
0.981286, Hare
1.039009, Hare
1.096732, BadassBunny
1.154455, Hare
1.212177, HeavyBunny
1.269900, Bunny
1.327623, Bunny
1.385346, HeavyBunny
1.443068, HeavyBunny
1.500791, Bunny
1.558514, HeavyBunny
1.616237, HeavyBunny
1.673959, HeavyBunny
1.731682, Bunny
1.789405, Bunny
1.847127, Bunny
1.904850, Bunny
1.962573, Bunny
2.020296, Bunny
2.078018, HeavyBunny
2.135741, HeavyBunny
2.193464, Bunny
2.251187, HeavyBunny
2.308909, Bunny
2.366632, HeavyBunny
2.424355, ShieldBunny
2.482078, HeavyBunny
2.539800, HeavyBunny
2.597523, FlyingSquirrel
2.655246, Bunny
2.712968, Hare
2.770691, BadassBunny
2.828414, Hare
2.886137, HeavyBunny
2.943859, Bunny
3.001582, HeavyBunny
3.059305, Bunny
3.117028, BadassBunny
3.174750, Bunny
3.232473, Bunny
3.290196, Bunny
3.347919, BadassBunny
3.405641, Bunny
3.463364, BadassBunny
3.521087, Bunny
3.578809, Bunny
3.636532, HeavyBunny
3.694255, Bunny
3.751978, Hare
3.809700, Bunny
3.867423, BadassBunny
3.925146, Hare
3.982869, BadassBunny
4.040591, HeavyBunny
4.098314, Hare
4.156037, Bunny
4.213760, BadassBunny
4.271482, Bunny
4.329205, Bunny
4.386928, HeavyBunny
4.444650, HeavyBunny
4.502373, SpecOpBunny
4.560096, HeavyBunny
4.617819, HeavyBunny
4.675541, HeavyBunny
4.733264, HeavyBunny
4.790987, FlyingSquirrel
4.848710, HeavyBunny
4.906432, Bunny
4.964155, HeavyBunny
5.021878, Bunny
5.079601, Bunny
5.137323, BadassBunny
5.195046, Bunny
5.252769, Bunny
5.310491, HeavyBunny
5.368214, Bunny
5.425937, Bunny
5.483660, HeavyBunny
5.541382, Bunny
5.599105, Bunny
5.656828, Bunny
5.714551, Bunny
5.772273, HeavyBunny
5.829996, BadassBunny
5.887719, HeavyBunny
5.945441, Bunny
6.003164, HeavyBunny
6.060887, ShieldBunny
6.118610, HeavyBunny
6.176332, ShieldBunny
6.234055, Bunny
6.291778, HeavyBunny
6.349501, HeavyBunny
6.407223, HeavyBunny
6.464946, HeavyBunny
6.522669, Bunny
6.580392, Bunny
6.638114, Bunny
6.695837, Bunny
6.753560, Bunny
6.811282, Hare
6.869005, Bunny
6.926728, HeavyBunny
6.984451, Bunny
7.042173, Bunny
7.099896, HeavyBunny
7.157619, BadassBunny
7.215342, HeavyBunny
7.273064, Bunny
7.330787, HeavyBunny
7.388510, Hare
7.446233, HeavyBunny
7.503955, HeavyBunny
7.561678, Bunny
7.619401, Bunny
7.677123, Bunny
7.734846, Hare
7.792569, BadassBunny
7.850292, HeavyBunny
7.908014, FlyingSquirrel
7.965737, BadassBunny
8.023460, HeavyBunny
8.081183, Hare
8.138905, Bunny
8.196628, Hare
8.254351, HeavyBunny
8.312074, Bunny
8.369796, Bunny
8.427519, HeavyBunny
8.485242, FlyingSquirrel
8.542964, Bunny
8.600687, BadassBunny
8.658410, HeavyBunny
8.716133, HeavyBunny
8.773855, Bunny
8.831578, Bunny
8.889301, Hare
8.947024, HeavyBunny
9.004746, HeavyBunny
9.062469, HeavyBunny
9.120192, HeavyBunny
9.177915, Bunny
9.235637, HeavyBunny
9.293360, ShieldBunny
9.351083, Bunny
9.408805, HeavyBunny
9.466528, Bunny
9.524251, Bunny
9.581974, HeavyBunny
9.639696, BadassBunny
9.697419, Bunny
9.755142, Hare
9.812865, HeavyBunny
9.870587, BadassBunny
9.928310, Bunny
9.986033, HeavyBunny
10.043756, HeavyBunny
10.101478, HeavyBunny
10.159201, HeavyBunny
10.216924, HeavyBunny
10.274646, Bunny
10.332369, Bunny
10.390092, HeavyBunny
10.447815, HeavyBunny
10.505537, Bunny
10.563260, FlyingSquirrel
10.620983, FlyingSquirrel
10.678706, Bunny
10.736428, HeavyBunny
10.794151, HeavyBunny
10.851874, Hare
10.909597, Bunny
10.967319, Bunny
11.025042, HeavyBunny
11.082765, ShieldBunny
11.140487, ShieldBunny
11.198210, Bunny
11.255933, HeavyBunny
11.313656, Bunny
11.371378, Bunny
11.429101, Bunny
11.486824, Bunny
11.544547, Bunny
11.602269, Bunny
11.659992, Hare
11.717715, HeavyBunny
11.775438, Bunny
11.833160, Bunny
11.890883, Bunny
11.948606, HeavyBunny
12.006328, Hare
12.064051, ShieldBunny
12.121774, HeavyBunny
12.179497, BadassBunny
12.237219, Bunny
12.294942, Hare
12.352665, Bunny
12.410388, Bunny
12.468110, Bunny
12.525833, HeavyBunny
12.583556, ShieldBunny
12.641279, Hare
12.699001, HeavyBunny
12.756724, Bunny
12.814447, HeavyBunny
